name,company_name,address,county,postal,email,web,phone,age
,Tool Service Company Inc,493 Wellington Rd,Lancashire,PR3 0UH,vhavely@havely.co.uk,,01772-461124,34
Emogene Ritthaler,Mcdonald Service Station,1257 Stone St,Greater London,HA6 1AN,emogene.ritthaler@yahoo.com,,01681-212638,43
Shayne Mordhorst,Don Allen & Associates Pa,1 Bousfield St,Shropshire,SY3 8NG,smordhorst@mordhorst.co.uk,,"01286-279043,01450-144052",48
Franchesca Charry,"Cappello, A Barry Esq",59 Westminster Rd,Hampshire,GU14 8AY,franchesca@gmail.com,,01748-827176,54
Elmira Ringlein,"Hyland, Richard S Esq",143 Clark St #802,Greater Manchester,BL1 2PS,eringlein@gmail.com,,"01934-672498,01347-140077",21
,Diesel Recon,421 Monument Place #44,Stockton-on-Tees,TS21 1BA,destiny@yahoo.com,,01421-624966,27
,Red Giant Foods Inc,8 Gullett St,Aberdeenshire,AB51 0HT,gaston.szumski@hotmail.com,,01651-911453,31
Ronna Mittler,Bethesda Gazette,2767 Pembroke St #979,Wiltshire,SN10 3FQ,ronna_mittler@hotmail.com,,"01214-651738,01794-156776",32
Angelica Poisso,Chemical Consultants,47 Orry St #8243,West Yorkshire,WF10 4DW,apoisso@gmail.com,,"01472-449327,01758-700994",59
Casie Arzilli,Wenatchee Valley Fed Crdt Un,5 Noon St,Leicestershire,LE13 0RG,casie@gmail.com,,01289-195823,51
Magdalene Cocherell,Southern Interiors Inc,510 Belvidere Rd,Essex,CM1 4BY,magdalene_cocherell@yahoo.com,,"01546-162965,01420-141828",32
Erasmo Gath,Pan Optx,860 Rokeby St,Berkshire,SL5 0AZ,egath@hotmail.com,http://www.panoptx.co.uk,01445-796544,58
,"Arias, Michele Ann Md",9362 Solomon St #97,Northamptonshire,NN8 4DR,rosalia.ziv@ziv.co.uk,,"01414-349699,01552-437406",39
Lyda Cronholm,Print Shop,916 Strand St #4753,Staffordshire,ST13 5AW,lyda.cronholm@cronholm.co.uk,,"01672-538356,01347-674237",40
,Wstu 1450 Am Radio Station,5 Bentinck St,Greater London,SW1V 3EW,lisandra_stueber@hotmail.com,,"01831-806301,01876-118051",37
Sabina Prok,T J Ward & Associates Inc,954 Birchdale Rd,Nottinghamshire,NG8 5PY,sabina.prok@prok.co.uk,http://www.tjwardassociatesinc.co.uk,01932-112259,25
,Bell Service Systems Inc,7 Great Orford St,Cornwall,PL17 7DT,elenore_gomoran@yahoo.com,,"01470-383444,01863-322796",57
Brynn Capra,Magic Valley Irrigation Supply,488 Mulberry St,Nottinghamshire,NG15 9AE,brynn_capra@yahoo.com,http://www.magicvalleyirrigationsupply.co.uk,01963-124789,20
Leeann Flory,Fleetwood Area School District,1761 Johnstone St,Essex,CM17 9TZ,leeann@gmail.com,,"01906-807997,01997-771926",26
,Alaska State Troopers,8899 Mere Lane,City of Edinburgh,EH20 9SJ,janet_steimer@hotmail.com,http://www.alaskastatetroopers.co.uk,01506-627051,29
,Lasting Impressions,6 St Hilda St,South Yorkshire,S1 1EQ,lewis@yahoo.com,http://www.lastingimpressions.co.uk,01954-643657,31
,Glass Express,2725 Underley St #6452,Falkirk,FK3 8UB,jestine_driscol@driscol.co.uk,http://www.glassexpress.co.uk,"01257-928278,01811-872937",25
Tatum Parks,Quantum Consultants Inc,6061 Back Nile St,Conwy,LL28 4NL,tparks@parks.co.uk,http://www.quantumconsultantsinc.co.uk,"01567-457572,01818-141397",20
Kayleigh Bendle,J A Associates,9735 Linton St #2284,Aberdeenshire,AB16 7RW,kayleigh.bendle@bendle.co.uk,http://www.jaassociates.co.uk,"01312-772111,01355-733333",47
Lili Imondi,Ide Haigney & Radio,9 Herbert St,Northumberland,NE24 3DQ,lili_imondi@hotmail.com,http://www.idehaigneyradio.co.uk,"01600-986258,01934-479439",58
Sunshine Senechal,"Dale, George F Esq",40 Cairo St,Warwickshire,CV34 5LQ,sunshine.senechal@hotmail.com,http://www.dalegeorgefesq.co.uk,01416-686933,24
,M A C Insurance Agency,7199 St Clare Rd,Inverclyde,PA16 7BT,remona.heier@heier.co.uk,http://www.macinsuranceagency.co.uk,01718-274321,31
Gail Carris,Audrey M Borland Studios,6 Conyers St #3346,South Lanarkshire,ML3 7TE,gcarris@hotmail.com,http://www.audreymborlandstudios.co.uk,"01292-196869,01547-190531",40
Dong Oropeza,"Mayo, Timothy L Esq",8657 Cedar St #2,Perth and Kinross,KY13 8EQ,doropeza@hotmail.com,http://www.mayotimothylesq.co.uk,"01573-788734,01955-221720",57
,"Hollett, Byron P Esq",8 Jacob St,Nottinghamshire,NG5 6JB,larue@yahoo.com,http://www.hollettbyronpesq.co.uk,"01577-443040,01654-933782",47
Goldie Sonkens,Veri Nu Products Corp,6174 Botanic Pl,Cambridgeshire,PE3 7BJ,gsonkens@sonkens.co.uk,http://www.verinuproductscorp.co.uk,"01867-720033,01523-949034",50
,"Schen, Sanford E Md",9730 Dunnet St,Cumbria,CA7 4RB,shelia@gmail.com,http://www.schensanfordemd.co.uk,01818-260618,43
Narcisa Araiza,Danka Business Systems,8783 High St,Cambridgeshire,CB24 6ZR,naraiza@hotmail.com,http://www.dankabusinesssystems.co.uk,"01724-644767,01689-339758",36
,"Hasselberg, Michael R Esq",8 Breckfield Road North,County Durham,SR7 0AZ,evelynn.frede@gmail.com,http://www.hasselbergmichaelresq.co.uk,"01289-621482,01571-460710",27
,Ed Miniat Inc,82 Waterhouse Lane,Rhondda Cynon Taff,CF72 8LB,acalaf@yahoo.com,http://www.edminiatinc.co.uk,"01448-395723,01407-700390",54
Tamra Yu,Davis Commercial Contracting,2 Park Rd Walton #4338,Gloucestershire,GL50 2LF,tamra.yu@hotmail.com,http://www.daviscommercialcontracting.co.uk,01891-816938,52
Dusti Maricle,"Garton, Jeffrey P Esq",59 Charles St,Kent,TN23 4GF,dusti@gmail.com,http://www.gartonjeffreypesq.co.uk,01642-202972,21
Aracelis Donham,Sm Toth Baldridge & Van Belkum,593 Kinglake St,Cambridgeshire,SG8 7TP,aracelis.donham@hotmail.com,http://www.smtothbaldridgevanbelkum.co.uk,"01924-111018,01420-311467",48
,Westoaks Glass,404 Aigburth St #4246,Lancashire,BB1 2AA,filiberto_fredrikson@gmail.com,http://www.westoaksglass.co.uk,01559-323337,23
Leana Stackpole,Direct Tools & Fasteners,690 Copenhagen Rd,Norfolk,NR23 1NJ,lstackpole@yahoo.com,http://www.directtoolsfasteners.co.uk,01248-325090,49
,Applied Robotic Tech Inc,7 Canton St,Greater London,N1 4RF,man.homer@gmail.com,http://www.appliedrobotictechinc.co.uk,"01590-219449,01855-550515",53
,Air Tech Streamlining,79 Pine St,Greater Manchester,M26 1GH,lennie_asley@gmail.com,http://www.airtechstreamlining.co.uk,"01585-487560,01802-349902",25
Arletta Naomi,E Zaks & Co,9 Lodwick St,West Yorkshire,LS1 8HZ,arletta_naomi@naomi.co.uk,http://www.ezaksco.co.uk,"01255-805722,01518-773815",37
,Olden Camera & Lens Co Inc,9 Ogwen St,North Lanarkshire,ML2 8LW,chana.perera@hotmail.com,http://www.oldencameralenscoinc.co.uk,01477-796750,24
,"Madaus, Gerald F Jr",1730 Seymour St,Brighton and Hove,BN41 1QH,npao@gmail.com,http://www.madausgeraldfjr.co.uk,01308-582144,42
,Radisson Suite Hotel,35 Elton St #3,Devon,TQ12 5LL,antonio.heilig@gmail.com,http://www.radissonsuitehotel.co.uk,"01324-171614,01442-946357",
Gerald Kernagis,Digital Solutions Inc,8 Hinton St #8241,Kent,TN25 6BQ,gerald_kernagis@kernagis.co.uk,http://www.digitalsolutionsinc.co.uk,01504-620944,23
,El Hispanic News,751 Stamford St,Staffordshire,ST9 0AH,smandril@hotmail.com,http://www.elhispanicnews.co.uk,"01886-226100,01717-449960",35
Alayna Hoyal,South Bldg Code Congres,70 Royal St,Aberdeenshire,AB31 4AH,alayna_hoyal@hotmail.com,http://www.southbldgcodecongres.co.uk,"01964-720542,01983-132813",58
Talia Marthe,Kenney Mfg Co,5 Minerva St,Wiltshire,BA13 3QR,talia.marthe@gmail.com,http://www.kenneymfgco.co.uk,"01711-170147,01607-480159",32
Pansy Kopan,Oncor Inc,1 Northampton St,Shropshire,TF7 4GA,pansy@kopan.co.uk,http://www.oncorinc.co.uk,01674-842315,25
,Best Western Caprock Inn,2 Maple Grove,Aberdeenshire,AB12 5EJ,royce@hotmail.com,http://www.bestwesterncaprockinn.co.uk,"01972-770618,01431-812225",39
Cherelle Sorrel,"Wiltgen, Nancy A Esq",794 Hook St,Tyne and Wear,NE15 7JA,cherelle_sorrel@gmail.com,http://www.wiltgennancyaesq.co.uk,"01753-327307,01212-458253",40
Dudley Dibartolo,"Mcknight, H Vincent Jr",91 Ludlow St,Greater London,N12 0EF,dudley_dibartolo@yahoo.com,http://www.mcknighthvincentjr.co.uk,"01997-409950,01722-935404",46
Nettie Aldaco,Miller Searl & Fitch,51 Freehold St #224,"Yorkshire, South",DN2 4PP,nettie.aldaco@yahoo.com,http://www.millersearlfitch.co.uk,01388-974910,32
Carline Bulcao,"Brenner, Steven G Esq",7 Hey Green Rd #4,West Yorkshire,LS26 8XE,carline@yahoo.com,http://www.brennerstevengesq.co.uk,"01885-707109,01381-330004",58
Shanda Lunger,Western Packing Co,2476 Marsh St,Greater London,E17 8NP,slunger@gmail.com,http://www.westernpackingco.co.uk,"01329-303595,01620-180931",40
,Ardent Studios Inc,597 Threlfall St #72,Devon,TQ7 2HS,emilio_withers@yahoo.com,http://www.ardentstudiosinc.co.uk,"01523-697097,01890-447894",31
Lovetta Study,Borton Petrini & Conron,1 Jervis St,Greater London,EN5 4LH,lovetta@study.co.uk,http://www.bortonpetriniconron.co.uk,01593-438141,58
Felice Gone,A F Supl Co Div Automtc Firing,7602 Grantham St,Northumberland,NE46 1QQ,felice.gone@hotmail.com,http://www.afsuplcodivautomtcfiring.co.uk,01691-816025,56
Stefania Leadbeater,Murray Whisnant Architects,10 Carisbrooke St,Kent,DA12 3ED,stefania_leadbeater@hotmail.com,http://www.murraywhisnantarchitects.co.uk,01706-546951,39
Margarita Orloski,1893 Shops,78 Pine Grove,South Yorkshire,S6 5HE,margarita_orloski@yahoo.com,http://www.shops.co.uk,01215-422453,20
Paul Farrin,"Dering, James E Esq",7 Varthen St,Kent,DA1 2DL,paul.farrin@farrin.co.uk,http://www.deringjameseesq.co.uk,"01407-775572,01879-963638",43
Anglea Tritten,Waltons Carson Gardens,8 Thomaston St,Greater Manchester,BL1 8RG,anglea_tritten@hotmail.com,http://www.waltonscarsongardens.co.uk,"01818-292728,01436-350784",42
,Cohen And Fromm Pc,527 Harding St,Lincolnshire,LN8 3AD,ona@yahoo.com,http://www.cohenandfrommpc.co.uk,"01467-554624,01984-207421",25
Germaine Hascall,Prg Company,1616 Menzies St #453,Surrey,KT20 7PA,ghascall@hotmail.com,http://www.prgcompany.co.uk,01366-388506,45
Vicky Schellenberge,Medlab Environmental Test Inc,3922 Leda St,Warwickshire,CV35 9BX,vschellenberge@hotmail.com,http://www.medlabenvironmentaltestinc.co.uk,01625-805645,53
Carolann Gross,Leem Company Inc,6352 Grosvenor St,Staffordshire,WV5 0LP,carolann@gross.co.uk,http://www.leemcompanyinc.co.uk,01470-609953,24
,"Clarke, James H Esq",4313 Princes Park Terrace,Cornwall,PL15 9QN,rusty.adelsperger@yahoo.com,http://www.clarkejameshesq.co.uk,"01467-172590,01338-121225",48
,Lykes Bros Inc,9 Sydney Place,Conwy,LL16 5AF,cbludworth@yahoo.com,http://www.lykesbrosinc.co.uk,01903-614855,25
Teresita Gesell,Mason Insurance Agency Inc,2015 Suburban Rd,Greater London,N16 6TD,teresita_gesell@hotmail.com,http://www.masoninsuranceagencyinc.co.uk,"01914-501391,01372-236506",49
,J T Painting Corp,769 Euston St,Somerset,BA6 8EY,evangelina.gius@yahoo.com,http://www.jtpaintingcorp.co.uk,"01563-997671,01377-310696",36
Marlon Tromblay,Solomon Metals Inc,46 Stevenson St,Dundee City,DD1 5EF,mtromblay@yahoo.com,http://www.solomonmetalsinc.co.uk,01919-394681,20
Quiana Scarsella,Looking Good,1400 Ash St,Norfolk,NR1 4HS,quiana_scarsella@hotmail.com,http://www.lookinggood.co.uk,"01446-936944,01492-687388",58
Viki Humeniuk,Guldstrand Engineering Inc,8822 Trafalgar St,Kent,ME18 6JE,vhumeniuk@gmail.com,http://www.guldstrandengineeringinc.co.uk,01721-747819,26
Domitila Weissmann,"Ciocia, James A Esq",28 Berwick St,Bournemouth,BH9 1TT,domitila@gmail.com,http://www.ciociajamesaesq.co.uk,01606-833878,43
Ivan Aronov,Center For Pediatrics,94 Regent St,Lancashire,LA6 1DB,ivan@gmail.com,http://www.centerforpediatrics.co.uk,01478-392232,27
,William A Geppert True Value,30 Marine Parade #1,Lancashire,FY5 4FN,anabel_baldock@hotmail.com,http://www.williamagepperttruevalue.co.uk,"01994-675650,01845-742562",57
Carlton Blyler,Hardware Specialty Co Inc,8 Pim Hill St,City of Edinburgh,EH15 2HW,carlton@blyler.co.uk,http://www.hardwarespecialtycoinc.co.uk,"01437-681317,01604-200932",49
Rashida Vera,Creative Consultants,8451 Bengel St,Devon,TQ5 9JW,rashida@hotmail.com,http://www.creativeconsultants.co.uk,"01286-317691,01913-489634",52
,Fhk Corp,159 Carlton St,Merseyside,WA10 6QG,sherron@knodel.co.uk,http://www.fhkcorp.co.uk,01481-744296,37
,Regis Brd Pro Engrs & Land,38 Raffles St,Cambridgeshire,CB8 8QE,cora@yahoo.com,http://www.regisbrdproengrsland.co.uk,01285-381062,38
,Male Power Ltd,650 Goring St,Kent,ME8 9PN,altha@hotmail.com,http://www.malepowerltd.co.uk,"01373-594236,01698-785700",45
Dortha Yaccarino,Atc Power Systems,6 Chestnut St,Wrexham,LL11 4RJ,dortha@hotmail.com,http://www.atcpowersystems.co.uk,"01528-240870,01254-458143",51
Diego Augle,Farmers Electric Co Op Inc,4 Peover St,Bath Avon,BA1 6EF,diego.augle@gmail.com,http://www.farmerselectriccoopinc.co.uk,01275-397587,53
Peggy Khov,"Goldberg, Stephen M Esq",328 Pallas St,Greater Manchester,M32 8LJ,peggy.khov@gmail.com,http://www.goldbergstephenmesq.co.uk,"01619-237602,01648-417310",20
,Best Wstrn Host Mtr Htl Palm,9 Waltham Rd,Devon,PL8 2NS,wyuki@gmail.com,http://www.bestwstrnhostmtrhtlpalm.co.uk,01872-808403,46
Vallie Yafaie,Micro Lan,352 Strathmore Rd,Devon,TQ2 7JB,vyafaie@hotmail.com,http://www.microlan.co.uk,01251-120872,24
,Dilling Harris Inc,529 Llanrwst St,Gloucestershire,GL52 8TW,tony@gmail.com,http://www.dillingharrisinc.co.uk,01765-102036,31
Val Villot,Horizon Air Magazine,1980 Tynemouth St,West Lothian,EH52 5PY,val@yahoo.com,http://www.horizonairmagazine.co.uk,01375-870188,53
Mel Picciuto,Avante Limited,8598 Rumney Rd,Essex,RM11 1QL,mel.picciuto@gmail.com,http://www.avantelimited.co.uk,01885-270480,30
Isabella Piatkowski,"Miller, William E Iii",9283 Ruth St #81,Greater London,UB1 2FH,isabella_piatkowski@piatkowski.co.uk,http://www.millerwilliameiii.co.uk,01979-186995,51
Erasmo Rhea,Martin Morrissey,5544 Sutherland St,Devon,EX34 7DQ,erasmo_rhea@hotmail.com,http://www.martinmorrissey.co.uk,"01507-386397,01899-316385",38
,Auto Body Color,9 Jackson St,Merseyside,WA9 3QW,ivory@hotmail.com,http://www.autobodycolor.co.uk,"01876-642683,01651-132519",29
Nikita Walka,"Fred, Anthony Esq",3612 Bixteth St,Nottinghamshire,NG15 8DD,nwalka@hotmail.com,http://www.fredanthonyesq.co.uk,01282-123434,33
Aleta Ligons,Advantage Bookkeeping,4545 Victoria Rd,North Ayrshire,KA15 1AT,aleta_ligons@hotmail.com,http://www.advantagebookkeeping.co.uk,"01952-535977,01715-637895",41
Owen Jentzen,Capital Fasteners Inc,5 Hampden St,Merseyside,CH45 4RN,owen_jentzen@jentzen.co.uk,http://www.capitalfastenersinc.co.uk,01467-142439,50
Pauline Fling,Cumberland Vacuum Products,6452 Pilgrim St #5,Greater London,N15 6TH,pfling@fling.co.uk,http://www.cumberlandvacuumproducts.co.uk,"01990-476494,01458-113457",44
Tijuana Machalek,"Schwartz, Thomas E Esq",1149 Highfield Rd #996,Hampshire,PO14 9JJ,tijuana.machalek@gmail.com,http://www.schwartzthomaseesq.co.uk,"01242-532395,01336-686264",57
Ahmad Alsaqri,Alliance Construction Co Inc,21 Pickwick St,Derbyshire,S44 5DS,ahmad.alsaqri@yahoo.com,http://www.allianceconstructioncoinc.co.uk,01567-555570,54
Jamika Conoly,"Keller, Raymond C",19 Soho St,Berkshire,RG1 9XH,jamika_conoly@conoly.co.uk,http://www.kellerraymondc.co.uk,"01726-595316,01597-168997",50
,Proto Tek Manufacturing,236 Blantyre Rd,Merseyside,L6 2EN,derrick_dolloff@gmail.com,http://www.prototekmanufacturing.co.uk,"01982-734773,01619-554437",44
Jacquelyne Reibman,Great Clips For Hair,70 Lilly Rd,Greater London,CR0 7PT,jacquelyne_reibman@yahoo.com,http://www.greatclipsforhair.co.uk,01846-581451,31
,Country Kitchen,58 Gloucester Rd,Derbyshire,DE56 0TX,zachary.freeburger@freeburger.co.uk,http://www.countrykitchen.co.uk,01888-641397,36
Sophia Gaucher,T C E Systems Inc,88 Upper Harrington St,North Lanarkshire,G69 8EL,sophia.gaucher@hotmail.com,http://www.tcesystemsinc.co.uk,"01504-539114,01254-919378",24
Isabelle Kono,Rock Springs Petroleum Equip,4920 Fazakerley Rd,Devon,PL9 8RD,isabelle.kono@yahoo.com,http://www.rockspringspetroleumequip.co.uk,01552-682601,34
,Howard Johnson,6 Morley St,Hertfordshire,AL3 5JN,ronnie@brigman.co.uk,http://www.howardjohnson.co.uk,01943-754681,57
Krystina Schlabaugh,Harris Oldsmobile Inc,7316 Friar St,West Sussex,BN13 3FL,kschlabaugh@schlabaugh.co.uk,http://www.harrisoldsmobileinc.co.uk,01441-846477,37
Rosita Ausdemore,"Jurdem, Scott Esq",8 Heathfield St #657,East Sussex,BN27 1AJ,rausdemore@hotmail.com,http://www.jurdemscottesq.co.uk,"01273-236188,01997-765432",24
Huey Stancil,Lindner Funds,275 Peel Sq,North Eart Lincolnshire,DN32 0PT,hstancil@hotmail.com,http://www.lindnerfunds.co.uk,01502-139578,46
Elbert Fiorino,"Donald, G Nelson Esq",726 Westmoreland Place,East Ayrshire,KA5 6EL,elbert@hotmail.com,http://www.donaldgnelsonesq.co.uk,01724-467889,58
,Cia Inspection,7 Water St,Suffolk,IP3 9RB,pura.manciel@yahoo.com,http://www.ciainspection.co.uk,"01853-412588,01386-437186",54
Alesia Katie,Nelsons Trmt & Pest Cntrl Co,4 Covent Garden,Greater Manchester,BL4 7AF,alesia_katie@gmail.com,http://www.nelsonstrmtpestcntrlco.co.uk,"01333-436799,01240-614527",-1
,Plaza Gourmet Delicatessen,9166 Devon St #905,Greater London,SW1W 8JY,avery@veit.co.uk,http://www.plazagourmetdelicatessen.co.uk,"01748-625058,01369-185737",38
,"Fitzgerald, Edward J",70 Foster St,Highland,IV2 6WT,reuresti@euresti.co.uk,http://www.fitzgeraldedwardj.co.uk,"01916-963261,01370-319414",41
Charlette Brenning,Furey & Associates,714 Fonthill Rd,South Yorkshire,S75 5EJ,cbrenning@brenning.co.uk,http://www.fureyassociates.co.uk,"01888-152110,01301-312487",29
,Bfg Federal Credit Union,9 Milton St,County Durham,DH8 5LP,celestina_keeny@gmail.com,http://www.bfgfederalcreditunion.co.uk,"01877-379681,01600-463475",30
,Nelson Wright Haworth Golf Crs,6 Norwood Grove,Warwickshire,B94 5RZ,mi@hotmail.com,http://www.nelsonwrighthaworthgolfcrs.co.uk,01451-785624,29
